u,v,key,osmid,oneway,lanes,name,highway,maxspeed,width,length,geometry,est_width,access,bridge,service,ref,junction
3090237933,3090237932,0,304481959,False,,Jalan 25,residential,10,3,8.912,"LINESTRING (106.9199168 -6.2358433, 106.919934 -6.235765)",,,,,,
3090237934,3090237935,0,304481959,False,,Jalan 25,residential,10,3,5.974,"LINESTRING (106.9198891 -6.2359445, 106.9198744 -6.2359962)",,,,,,
3090237934,3090237933,0,304481959,False,,Jalan 25,residential,10,3,11.662,"LINESTRING (106.9198891 -6.2359445, 106.9199168 -6.2358433)",,,,,,
3090237935,3090237936,0,304481959,False,,Jalan 25,residential,10,3,5.295,"LINESTRING (106.9198744 -6.2359962, 106.9198613 -6.236042)",,,,,,
3090237935,3090237934,0,304481959,False,,Jalan 25,residential,10,3,5.974,"LINESTRING (106.9198744 -6.2359962, 106.9198891 -6.2359445)",,,,,,
3090237936,3090237937,0,304481959,False,,Jalan 25,residential,10,3,9.325,"LINESTRING (106.9198613 -6.236042, 106.9197813 -6.2360686)",,,,,,
3090237936,3090237935,0,304481959,False,,Jalan 25,residential,10,3,5.295,"LINESTRING (106.9198613 -6.236042, 106.9198744 -6.2359962)",,,,,,
3090237937,3090225712,0,304481959,False,,Jalan 25,residential,10,3,10.448,"LINESTRING (106.9197813 -6.2360686, 106.9196883 -6.2360854)",,,,,,
3090237937,3090237936,0,304481959,False,,Jalan 25,residential,10,3,9.325,"LINESTRING (106.9197813 -6.2360686, 106.9198613 -6.236042)",,,,,,
3090237940,7207739124,0,304482031,False,,Jalan Haji Achyar,residential,10,3,9.828,"LINESTRING (106.919065 -6.2361045, 106.9190593 -6.2360163)",,,,,,
3090237940,1356059846,0,304482031,False,,Jalan Haji Achyar,residential,10,3,106.097,"LINESTRING (106.919065 -6.2361045, 106.9190068 -6.2370569)",,,,,,
3090240052,7207739123,0,304482031,False,,Jalan Haji Achyar,residential,10,3,32.392,"LINESTRING (106.9191937 -6.2353689, 106.9191183 -6.2356504)",,,,,,
3090240053,7207739122,0,304482031,False,,Jalan Haji Achyar,residential,10,3,12.413,"LINESTRING (106.9190596 -6.2359135, 106.9190834 -6.2358044)",,,,,,
3090240053,7207739124,0,304482031,False,,Jalan Haji Achyar,residential,10,3,11.431,"LINESTRING (106.9190596 -6.2359135, 106.9190593 -6.2360163)",,,,,,
3090247019,7231807673,0,304482444,False,1,Jalan Buluh Perindu V,residential,20,4,80.639,"LINESTRING (106.9095824 -6.2308251, 106.9088538 -6.2308613)",,,,,,
3091740796,3091743547,0,304481622,False,,Jalan Kimia Farma II,residential,10,5,56.664,"LINESTRING (106.9218581 -6.2344126, 106.9217965 -6.2349185)",,,,,,
3091740796,5521486575,0,575402742,False,,Jalan Botani,residential,10,4,36.746,"LINESTRING (106.9218581 -6.2344126, 106.9218978 -6.2340845)",,,,,,
3091741819,5521486575,0,575402742,False,,Jalan Botani,residential,10,4,41.474,"LINESTRING (106.9219427 -6.2337142, 106.9218978 -6.2340845)",,,,,,
3091741819,1356059874,0,575402742,False,,Jalan Botani,residential,10,4,10.763,"LINESTRING (106.9219427 -6.2337142, 106.9219559 -6.2336183)",,,,,,
3091743547,3090234031,0,304481622,False,,Jalan Kimia Farma II,residential,10,5,15.2,"LINESTRING (106.9217965 -6.2349185, 106.9217914 -6.2350551)",,,,,,
3091743547,3091740796,0,304481622,False,,Jalan Kimia Farma II,residential,10,5,56.664,"LINESTRING (106.9217965 -6.2349185, 106.9218581 -6.2344126)",,,,,,
3103375187,2125280907,0,202561677,False,1,Jalan Lapangan Ros II,residential,20,4,75.228,"LINESTRING (106.8531423 -6.2237048, 106.853803 -6.223867)",,,,,,
3103375187,2125272377,0,202561677,False,1,Jalan Lapangan Ros II,residential,20,4,25.532,"LINESTRING (106.8531423 -6.2237048, 106.8529179 -6.2236504)",,,,,,
3103375188,3103375189,0,202560883,False,1,Jalan Lapangan Ros I,residential,20,4,73.083,"LINESTRING (106.8530768 -6.2240511, 106.8537177 -6.2242125)",,yes,,,,
3103375188,7039033930,0,202560883,False,1,Jalan Lapangan Ros I,residential,20,4,68.263,"LINESTRING (106.8530768 -6.2240511, 106.8524842 -6.2238784)",,yes,,,,
3103375189,2125267107,0,202560883,False,1,Jalan Lapangan Ros I,residential,20,4,118.382,"LINESTRING (106.8537177 -6.2242125, 106.8547573 -6.2244682)",,yes,,,,
3103375189,3103375188,0,202560883,False,1,Jalan Lapangan Ros I,residential,20,4,73.083,"LINESTRING (106.8537177 -6.2242125, 106.8530768 -6.2240511)",,yes,,,,
3106217514,5640827739,0,590894303,False,,,residential,10,,6.31,"LINESTRING (106.9405328 -6.1819432, 106.9404768 -6.1819542)",,,,,,
3136666893,7241551520,0,776410053,False,2,Jalan Lingkar Luar Cendana,tertiary,30,5,4.141,"LINESTRING (106.7506231 -6.1044956, 106.7506135 -6.1044596)",,,,,,
3136666895,5408953338,0,776410053,False,2,Jalan Lingkar Luar Cendana,tertiary,30,5,6.377,"LINESTRING (106.7505986 -6.1044281, 106.7505542 -6.1043915)",,,,,,
3136666895,7241551520,0,776410053,False,2,Jalan Lingkar Luar Cendana,tertiary,30,5,3.871,"LINESTRING (106.7505986 -6.1044281, 106.7506135 -6.1044596)",,,,,,
3136666896,3136666897,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,5.126,"LINESTRING (106.7503759 -6.1043162, 106.7503755 -6.1043623)",,,,,,
3136666896,7241551522,0,776410053,False,2,Jalan Lingkar Luar Cendana,tertiary,30,5,11.497,"LINESTRING (106.7503759 -6.1043162, 106.7504741 -6.1043502)",,,,,,
3136666897,3136666898,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,10.008,"LINESTRING (106.7503755 -6.1043623, 106.7503799 -6.1044522)",,,,,,
3136666897,3136666896,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,5.126,"LINESTRING (106.7503755 -6.1043623, 106.7503759 -6.1043162)",,,,,,
3136666898,3136666900,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,94.058,"LINESTRING (106.7503799 -6.1044522, 106.7504613 -6.1052942)",,,,,,
3136666898,3136666897,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,10.008,"LINESTRING (106.7503799 -6.1044522, 106.7503755 -6.1043623)",,,,,,
3136666900,3136666901,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,84.537,"LINESTRING (106.7504613 -6.1052942, 106.7504521 -6.1060544)",,,,,,
3136666900,3136666898,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,94.058,"LINESTRING (106.7504613 -6.1052942, 106.7503799 -6.1044522)",,,,,,
3136666901,3136666902,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,17.526,"LINESTRING (106.7504521 -6.1060544, 106.7504621 -6.1062117)",,,,,,
3136666901,3136666900,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,84.537,"LINESTRING (106.7504521 -6.1060544, 106.7504613 -6.1052942)",,,,,,
3136666902,3136666903,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,37.887,"LINESTRING (106.7504621 -6.1062117, 106.7505021 -6.1065501)",,,,,,
3136666902,3136666901,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,17.526,"LINESTRING (106.7504621 -6.1062117, 106.7504521 -6.1060544)",,,,,,
3136666903,3136670766,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,230.747,"LINESTRING (106.7505021 -6.1065501, 106.7507322 -6.1086126)",,,,,,
3136666903,3136666902,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,37.887,"LINESTRING (106.7505021 -6.1065501, 106.7504621 -6.1062117)",,,,,,
3136666904,6437436491,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,28.472,"LINESTRING (106.7508804 -6.1098469, 106.7509059 -6.1101017)",,,,,,
3136666904,3136670732,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,27.24,"LINESTRING (106.7508804 -6.1098469, 106.7508525 -6.1096035)",,,,,,
3136666905,3136666906,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,9.424,"LINESTRING (106.7510018 -6.1110171, 106.7509878 -6.1111007)",,,,,,
3136666905,3136670756,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,52.685,"LINESTRING (106.7510018 -6.1110171, 106.7509559 -6.1105455)",,,,,,
3136666906,3136666905,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,9.424,"LINESTRING (106.7509878 -6.1111007, 106.7510018 -6.1110171)",,,,,,
3136666906,3136666907,0,528471891,False,2,Jalan Lingkar Luar Damar,residential,30,5,7.669,"LINESTRING (106.7509878 -6.1111007, 106.7509411 -6.1111517)",,,,,,
3136666907,3136666908,0,528471891,False,2,Jalan Lingkar Luar Damar,residential,30,5,7.023,"LINESTRING (106.7509411 -6.1111517, 106.7508804 -6.1111703)",,,,,,
3136666907,3136666906,0,528471891,False,2,Jalan Lingkar Luar Damar,residential,30,5,7.669,"LINESTRING (106.7509411 -6.1111517, 106.7509878 -6.1111007)",,,,,,
3136666908,5461013614,0,528471891,False,2,Jalan Lingkar Luar Damar,residential,30,5,67.451,"LINESTRING (106.7508804 -6.1111703, 106.750275 -6.1112452)",,,,,,
3136666908,3136666907,0,528471891,False,2,Jalan Lingkar Luar Damar,residential,30,5,7.023,"LINESTRING (106.7508804 -6.1111703, 106.7509411 -6.1111517)",,,,,,
3136666909,3136666910,0,528471891,False,2,Jalan Lingkar Luar Damar,residential,30,5,13.94,"LINESTRING (106.7484006 -6.1114768, 106.7482746 -6.1114814)",,,,,,
3136666909,3351536387,0,528471891,False,2,Jalan Lingkar Luar Damar,residential,30,5,62.102,"LINESTRING (106.7484006 -6.1114768, 106.748958 -6.1114079)",,,,,,
3136666910,3351536391,0,528471891,False,2,Jalan Lingkar Luar Damar,residential,30,5,8.34,"LINESTRING (106.7482746 -6.1114814, 106.7482009 -6.1114654)",,,,,,
3136666910,3136666909,0,528471891,False,2,Jalan Lingkar Luar Damar,residential,30,5,13.94,"LINESTRING (106.7482746 -6.1114814, 106.7484006 -6.1114768)",,,,,,
3136666911,3040338311,0,528471891,False,2,Jalan Lingkar Luar Damar,residential,30,5,67.765,"LINESTRING (106.7481251 -6.1114489, 106.747546 -6.1112493)",,,,,,
3136666911,3351536391,0,528471891,False,2,Jalan Lingkar Luar Damar,residential,30,5,8.579,"LINESTRING (106.7481251 -6.1114489, 106.7482009 -6.1114654)",,,,,,
3136670732,3136666904,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,27.24,"LINESTRING (106.7508525 -6.1096035, 106.7508804 -6.1098469)",,,,,,
3136670732,3136670765,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,56.915,"LINESTRING (106.7508525 -6.1096035, 106.750792 -6.1090952)",,,,,,
3136670756,3136666905,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,52.685,"LINESTRING (106.7509559 -6.1105455, 106.7510018 -6.1110171)",,,,,,
3136670756,3136670757,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,48.205,"LINESTRING (106.7509559 -6.1105455, 106.7509072 -6.1101147)",,,,,,
3136670757,3136670756,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,48.205,"LINESTRING (106.7509072 -6.1101147, 106.7509559 -6.1105455)",,,,,,
3136670757,6437436491,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,1.453,"LINESTRING (106.7509072 -6.1101147, 106.7509059 -6.1101017)",,,,,,
3136670765,3136670732,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,56.915,"LINESTRING (106.750792 -6.1090952, 106.7508525 -6.1096035)",,,,,,
3136670765,6437436493,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,3.586,"LINESTRING (106.750792 -6.1090952, 106.750788 -6.1090632)",,,,,,
3136670766,6437436493,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,50.483,"LINESTRING (106.7507322 -6.1086126, 106.750788 -6.1090632)",,,,,,
3136670766,3136666903,0,299953581,False,2,Jalan Lingkar Luar Cendana,residential,30,5,230.747,"LINESTRING (106.7507322 -6.1086126, 106.7505021 -6.1065501)",,,,,,
3164139644,4883150224,0,310909723,False,1,Jalan Makmur,residential,20,3,100.378,"LINESTRING (106.8442619 -6.2199841, 106.8451002 -6.2196371)",,yes,,,,
3213569975,4800222528,0,323761008,False,1,Jalan Pengadegan Utara Raya,tertiary,20,4,8.56,"LINESTRING (106.852267 -6.2468562, 106.8521897 -6.2468608)",,,,,,
3213569975,5490339365,0,323761008,False,1,Jalan Pengadegan Utara Raya,tertiary,20,4,47.617,"LINESTRING (106.852267 -6.2468562, 106.8526959 -6.2468162)",,,,,,
3213611846,5490338976,0,323761008,False,1,Jalan Pengadegan Utara Raya,tertiary,20,4,35.624,"LINESTRING (106.8481236 -6.2472341, 106.8478018 -6.2472518)",,,,,,
3213611846,4808990156,0,323761008,False,1,Jalan Pengadegan Utara Raya,tertiary,20,4,39.495,"LINESTRING (106.8481236 -6.2472341, 106.8484797 -6.2472049)",,,,,,
3218405208,2125272371,0,202561677,False,1,Jalan Lapangan Ros II,residential,20,4,14.294,"LINESTRING (106.8545965 -6.2240597, 106.8547247 -6.2240765)",,,,,,
3218405208,2125280907,0,202561677,False,1,Jalan Lapangan Ros II,residential,20,4,90.293,"LINESTRING (106.8545965 -6.2240597, 106.853803 -6.223867)",,,,,,
3218496983,352913368,0,31537162,False,1,Jalan Mesjid 1,residential,20,4,32.419,"LINESTRING (106.8638998 -6.2263987, 106.8639922 -6.2266754)",,yes,,,,
3218496983,7217581646,0,31537162,False,1,Jalan Mesjid 1,residential,20,4,13.555,"LINESTRING (106.8638998 -6.2263987, 106.8638569 -6.2262845)",,yes,,,,
3218499297,352913378,0,31537162,False,1,Jalan Mesjid 1,residential,20,4,25.671,"LINESTRING (106.8640047 -6.226764, 106.8640248 -6.226994)",,yes,,,,
3218499297,352913368,0,31537162,False,1,Jalan Mesjid 1,residential,20,4,9.948,"LINESTRING (106.8640047 -6.226764, 106.8639922 -6.2266754)",,yes,,,,
3225656277,4982520392,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,29.475,"LINESTRING (106.7088561 -6.1064727, 106.7087371 -6.1062355)",,,,,,
3225656277,5415761991,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,21.8,"LINESTRING (106.7088561 -6.1064727, 106.7089394 -6.1066504)",,,,,,
3225656297,4982520493,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,23.566,"LINESTRING (106.709865 -6.1077867, 106.7097352 -6.1076186)",,,,,,
3225656297,4982520483,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,20.051,"LINESTRING (106.709865 -6.1077867, 106.7099575 -6.1079418)",,,,,,
3225656301,4982520475,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,4.505,"LINESTRING (106.7101245 -6.1082222, 106.7101038 -6.1081873)",,,,,,
3225656301,4982520420,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,27.01,"LINESTRING (106.7101245 -6.1082222, 106.7102441 -6.108434)",,,,,,
3225656308,4984602145,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,5.828,"LINESTRING (106.7104335 -6.1087693, 106.7104077 -6.1087236)",,,,,,
3225656308,4982520456,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,6.458,"LINESTRING (106.7104335 -6.1087693, 106.7104603 -6.1088209)",,,,,,
3225656334,4982520633,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,12.337,"LINESTRING (106.7111935 -6.1099776, 106.7111367 -6.1098821)",,,,,,
3225656334,4982520605,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,15.468,"LINESTRING (106.7111935 -6.1099776, 106.7112679 -6.1100954)",,,,,,
3225656342,367434611,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,25.682,"LINESTRING (106.7114356 -6.1103499, 106.7113071 -6.1101575)",,,,,,
3225656342,4982520604,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,8.715,"LINESTRING (106.7114356 -6.1103499, 106.7114818 -6.1104134)",,,,,,
3225656350,4982520604,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,68.346,"LINESTRING (106.7118444 -6.1109112, 106.7114818 -6.1104134)",,,,,,
3225656350,3225656353,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,12.62,"LINESTRING (106.7118444 -6.1109112, 106.7119177 -6.1109982)",,,,,,
3225656353,3225656350,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,12.62,"LINESTRING (106.7119177 -6.1109982, 106.7118444 -6.1109112)",,,,,,
3225656353,4982520021,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,8.08,"LINESTRING (106.7119177 -6.1109982, 106.7119629 -6.1110553)",,,,,,
3225656358,4984602082,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,7.706,"LINESTRING (106.7122479 -6.1114673, 106.7122084 -6.1114102)",,,,,,
3225656358,4982521056,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,35.305,"LINESTRING (106.7122479 -6.1114673, 106.712429 -6.1117288)",,,,,,
3225656372,4982519675,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,16.991,"LINESTRING (106.71269 -6.1124468, 106.712664 -6.1122962)",,,,,,
3225656372,3225656376,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,33.369,"LINESTRING (106.71269 -6.1124468, 106.7127372 -6.1127432)",,,,,,
3225656376,3225656372,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,33.369,"LINESTRING (106.7127372 -6.1127432, 106.71269 -6.1124468)",,,,,,
3225656376,367434601,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,34.562,"LINESTRING (106.7127372 -6.1127432, 106.7127599 -6.1130532)",,,,,,
3238902128,391160277,0,343484840,False,2,,residential,20,5,42.811,"LINESTRING (106.7425002 -6.1359798, 106.7427429 -6.1362798)",,,,,,
3238902128,3503096404,0,343484840,False,2,,residential,20,5,13.668,"LINESTRING (106.7425002 -6.1359798, 106.7424296 -6.1358789)",,,,,,
3274340361,5111366488,0,754309045,False,2,Jalan Hidup Baru,tertiary,20,4,9.153,"LINESTRING (106.8383713 -6.1416265, 106.8382994 -6.1415857)",,,,,,
3305375093,5490339004,0,487569165,False,1,Jalan Pengadegan Utara Raya,tertiary,20,4,2.933,"LINESTRING (106.8578164 -6.2464139, 106.8577899 -6.2464153)",,,,,,
3305375093,3305375096,0,487569165,False,1,Jalan Pengadegan Utara Raya,tertiary,20,4,55.708,"LINESTRING (106.8578164 -6.2464139, 106.8583186 -6.2463718)",,,,,,
3305375096,3305375093,0,487569165,False,1,Jalan Pengadegan Utara Raya,tertiary,20,4,55.708,"LINESTRING (106.8583186 -6.2463718, 106.8578164 -6.2464139)",,,,,,
3305375096,5490339162,0,487569165,False,1,Jalan Pengadegan Utara Raya,tertiary,20,4,6.061,"LINESTRING (106.8583186 -6.2463718, 106.8583731 -6.2463658)",,,,,,
3305375097,3305375099,0,323761008,False,1,Jalan Pengadegan Utara Raya,tertiary,20,4,50.634,"LINESTRING (106.847274 -6.2472715, 106.8468167 -6.2472981)",,,,,,
3305375097,5490338976,0,323761008,False,1,Jalan Pengadegan Utara Raya,tertiary,20,4,58.381,"LINESTRING (106.847274 -6.2472715, 106.8478018 -6.2472518)",,,,,,
3305375098,4763248123,0,323761008,False,1,Jalan Pengadegan Utara Raya,tertiary,20,4,19.129,"LINESTRING (106.848709 -6.2471622, 106.8485387 -6.2471928)",,,,,,
3305375098,518614027,0,323761008,False,1,Jalan Pengadegan Utara Raya,tertiary,20,4,24.131,"LINESTRING (106.848709 -6.2471622, 106.8489222 -6.2471155)",,,,,,
3305375099,3305375097,0,323761008,False,1,Jalan Pengadegan Utara Raya,tertiary,20,4,50.634,"LINESTRING (106.8468167 -6.2472981, 106.847274 -6.2472715)",,,,,,
3305375102,6618711127,0,323761008,False,1,Jalan Pengadegan Utara Raya,tertiary,20,4,4.079,"LINESTRING (106.8546189 -6.2466494, 106.854582 -6.2466494)",,,,,,
3305375104,5490338986,0,323761008,False,1,Jalan Pengadegan Utara Raya,tertiary,20,4,37.54,"LINESTRING (106.8505517 -6.2469969, 106.8502124 -6.2470115)",,,,,,
3305375104,4763275700,0,323761008,False,1,Jalan Pengadegan Utara Raya,tertiary,20,4,94.494,"LINESTRING (106.8505517 -6.2469969, 106.851403 -6.2469192)",,,,,,
3351536387,3136666909,0,528471891,False,2,Jalan Lingkar Luar Damar,residential,30,5,62.102,"LINESTRING (106.748958 -6.1114079, 106.7484006 -6.1114768)",,,,,,
3351536387,5408953375,0,528471891,False,2,Jalan Lingkar Luar Damar,residential,30,5,10.949,"LINESTRING (106.748958 -6.1114079, 106.7490565 -6.1113977)",,,,,,
3351536391,3136666911,0,528471891,False,2,Jalan Lingkar Luar Damar,residential,30,5,8.579,"LINESTRING (106.7482009 -6.1114654, 106.7481251 -6.1114489)",,,,,,
3351536391,3136666910,0,528471891,False,2,Jalan Lingkar Luar Damar,residential,30,5,8.34,"LINESTRING (106.7482009 -6.1114654, 106.7482746 -6.1114814)",,,,,,
3351536680,3039443654,0,573053433,False,2,Jalan Crown Mansion Boulevard,residential,20,,34.99,"LINESTRING (106.7382148 -6.113717, 106.7383785 -6.1134477)",,,,,,
3351536680,3351536684,0,573053433,False,2,Jalan Crown Mansion Boulevard,residential,20,,39.843,"LINESTRING (106.7382148 -6.113717, 106.7380288 -6.1140239)",,,,,,
3351536680,6430370160,0,578161484,False,2,Jalan Crown Mansion 1,residential,20,,84.513,"LINESTRING (106.7382148 -6.113717, 106.7375612 -6.1133229)",,,,,,
3351536684,3351536680,0,573053433,False,2,Jalan Crown Mansion Boulevard,residential,20,,39.843,"LINESTRING (106.7380288 -6.1140239, 106.7382148 -6.113717)",,,,,,
3351536684,5540600498,0,573053433,False,2,Jalan Crown Mansion Boulevard,residential,20,,43.195,"LINESTRING (106.7380288 -6.1140239, 106.7378305 -6.1143586)",,,,,,
3351536684,5540600040,0,578161793,False,2,Jalan Crown Mansion 2,residential,20,,1.69,"LINESTRING (106.7380288 -6.1140239, 106.7380158 -6.1140159)",,,,,,
3351536688,5540600498,0,573053433,False,2,Jalan Crown Mansion Boulevard,residential,20,,42.81,"LINESTRING (106.7376299 -6.1146879, 106.7378305 -6.1143586)",,,,,,
