u,v,key,osmid,oneway,name,highway,length,geometry,maxspeed,lanes,width,bridge,access,est_width,tunnel,service,ref,junction
247221417,6091080881,0,561816395,False,Terrace Drive,cycleway,71.999,"LINESTRING (-73.9688824 40.7732268, -73.9687641 40.7731102, -73.9686949 40.773028, -73.96863930000001 40.7729743, -73.968583 40.7729346, -73.96852149999999 40.7729035, -73.96845260000001 40.7728801, -73.96833150000001 40.7728528, -73.96824839999999 40.7728281)",20 mph,,,,,,,,,
247222929,4332563027,0,661227256,False,West 67th Street,cycleway,25.667,"LINESTRING (-73.97726609999999 40.7726853, -73.9770177 40.7726187, -73.97697719999999 40.7726126)",,,,,,,,,,
247225027,410233261,0,46613669,True,Malcolm X Boulevard,cycleway,57.448,"LINESTRING (-73.95428320000001 40.7978408, -73.9542354 40.7979365, -73.9541984 40.7979848, -73.95414940000001 40.7980367, -73.9541304 40.7980654, -73.9540623 40.7981186, -73.9539805 40.7981582, -73.95385159999999 40.7982191)",,,,,,,,,,
247225027,247225031,0,583505064,True,East Drive,cycleway,77.851,"LINESTRING (-73.95428320000001 40.7978408, -73.9542837 40.7980289, -73.9542902 40.7981613, -73.9543238 40.7982453, -73.9543863 40.7983649, -73.95450169999999 40.7985027)",20 mph,,,,,,,,,
247225031,247225034,0,583505064,True,East Drive,cycleway,86.766,"LINESTRING (-73.95450169999999 40.7985027, -73.9546998 40.7986695, -73.954993 40.7988737, -73.95507929999999 40.7989255, -73.95526959999999 40.7990177)",20 mph,,,,,,,,,
247225034,2141026499,0,46613657,True,,cycleway,48.43000000000001,"LINESTRING (-73.95526959999999 40.7990177, -73.955305 40.7990572, -73.9553263 40.7990896, -73.955348 40.7991331, -73.95535630000001 40.7991697, -73.9553524 40.7992213, -73.9553337 40.7992763, -73.9553033 40.7993262, -73.9552113 40.7994042)",,,,,,,,,,
247225034,595703242,0,104336123,True,West Drive,cycleway,61.61000000000001,"LINESTRING (-73.95526959999999 40.7990177, -73.95546969999999 40.7991098, -73.95564160000001 40.7991838, -73.95570650000001 40.799205, -73.9557744 40.7992261, -73.9559208 40.7992667)",20 mph,,,,,,,,,
248709390,595703341,0,46613703,True,Terrace Drive,cycleway,62.459999999999994,"LINESTRING (-73.97552229999999 40.7750812, -73.97548740000001 40.7749274, -73.97542730000001 40.77476, -73.9754051 40.7747085, -73.9754004 40.7746784, -73.97540290000001 40.7746466, -73.9754119 40.7746206, -73.9754528 40.7745372)",,,,,,,,,,
248709390,42435275,0,514350784,False,Terrace Drive,cycleway,152.46800000000002,"LINESTRING (-73.97552229999999 40.7750812, -73.97553859999999 40.7751137, -73.9755522 40.7751541, -73.9755651 40.7752028, -73.9755748 40.7752646, -73.9755797 40.7753753, -73.9755772 40.775423, -73.97556659999999 40.7754904, -73.9755523 40.7755548, -73.975534 40.7756266, -73.9754569 40.7758448, -73.9754508 40.775873, -73.9754488 40.7758926, -73.9754495 40.7759139, -73.97546 40.7759529, -73.97547950000001 40.7759874, -73.97550889999999 40.7760192, -73.9755454 40.7760414, -73.97578729999999 40.7761518, -73.97582679999999 40.7761675, -73.9759718 40.7762237)",20 mph,,,,,,,,,
277482205,2346816277,0,225870529,False,Randalls Island Greenway,cycleway,78.349,"LINESTRING (-73.9234374 40.7926948, -73.9234891 40.7928082, -73.92344180000001 40.7928735, -73.92363829999999 40.7929708, -73.9237174 40.7930099, -73.92379149999999 40.7930466, -73.92389559999999 40.7930982, -73.9239496 40.7931249, -73.9240058 40.7931527)",,,,,,,,,,
348444405,1242159811,0,"[31313341, 225870525]",False,Harlem River Pathway,cycleway,1206.1430000000005,"LINESTRING (-73.9352198 40.7852413, -73.9351855 40.7852936, -73.9351721 40.7853309, -73.9351587 40.7853886, -73.9351358 40.7854604, -73.9351023 40.7855485, -73.9350728 40.7856033, -73.93503130000001 40.7856551, -73.93500710000001 40.7856998, -73.93501790000001 40.7858074, -73.9350286 40.785916, -73.9350259 40.7860247, -73.9350085 40.7861323, -73.9349749 40.7862247, -73.9348931 40.786309, -73.9347939 40.7863974, -73.934692 40.786503, -73.93460880000001 40.7866106, -73.93431510000001 40.7869244, -73.9341491 40.787099, -73.93400130000001 40.7872625, -73.9339678 40.7873082, -73.9339329 40.7874006, -73.933898 40.7874869, -73.9338176 40.7876514, -73.9336368 40.7878545, -73.93359289999999 40.7879009, -73.9333257 40.7881839, -73.93315509999999 40.788352, -73.9329937 40.7885237, -73.93289350000001 40.7886414, -73.9327447 40.7887886, -73.93258640000001 40.7889328, -73.9325046 40.7890079, -73.9324422 40.7890857, -73.93235439999999 40.7892516, -73.9322458 40.789406, -73.9319138 40.7897381, -73.9316482 40.7900488, -73.9315088 40.7901971, -73.9313405 40.790333, -73.93125740000001 40.7903787, -73.9312011 40.7903919, -73.9311333 40.7903961, -73.9310898 40.7904041, -73.9310555 40.7904204, -73.93091010000001 40.790533, -73.930798 40.7906134, -73.9306397 40.7906986, -73.930438 40.7908295, -73.9302213 40.7909464, -73.93003969999999 40.7910387, -73.9299793 40.791063, -73.92991290000001 40.7910764, -73.9298318 40.7910976, -73.9297554 40.7911179, -73.9294944 40.791182, -73.92925030000001 40.7911149, -73.9290331 40.7910134, -73.92874879999999 40.7908956, -73.92842690000001 40.7908144, -73.9281665 40.7907497, -73.928129 40.7907279, -73.9280596 40.7907126, -73.9279107 40.7907232, -73.9277853 40.7907157, -73.9276176 40.7907409, -73.92746080000001 40.790736, -73.9272461 40.7907526, -73.9270282 40.7907286, -73.92690279999999 40.7907083, -73.9267524 40.7906748, -73.92651739999999 40.7905925, -73.9263435 40.7905185, -73.9262542 40.7904624, -73.9261968 40.7904196, -73.92612889999999 40.7903689, -73.92611290000001 40.790357, -73.92606360000001 40.790308, -73.92602290000001 40.7902676, -73.925927 40.7901086, -73.92585630000001 40.7899937)",,2,,,,,,,,
348444405,2350521363,0,226193935,False,,cycleway,4.769,"LINESTRING (-73.9352198 40.7852413, -73.9352141 40.7852276, -73.9352141 40.7852133, -73.9352196 40.7851997)",,,,,,,,,,
348444405,2350521367,0,226193935,False,,cycleway,10.538,"LINESTRING (-73.9352198 40.7852413, -73.9352313 40.7852536, -73.93524739999999 40.7852625, -73.93526629999999 40.7852672, -73.9352863 40.7852672, -73.93530079999999 40.7852639, -73.9353139 40.7852582, -73.9353248 40.7852502)",,,,,,,,,,
348445489,401787556,0,31313349,False,Harlem River Pathway,cycleway,124.486,"LINESTRING (-73.92775899999999 40.7911048, -73.92764440000001 40.7912206, -73.9276303 40.7912348, -73.9275201 40.7913223, -73.92740860000001 40.7914099, -73.9273068 40.7914855, -73.9272125 40.7915662, -73.92714340000001 40.7916505, -73.9270951 40.791724, -73.9270712 40.79178, -73.9270341 40.7918668, -73.9270199 40.791973, -73.92702749999999 40.7920334)",,,,,,,,,,
371337175,7612920623,0,"[226007061, 226007063]",False,West 138th Street,cycleway,205.18599999999998,"LINESTRING (-73.9361049 40.814772, -73.93597490000001 40.8147774, -73.9353402 40.8145193, -73.9350894 40.8144165, -73.9348919 40.8143321, -73.9347865 40.8143034, -73.9346639 40.8142871, -73.9341759 40.8142602, -73.9340189 40.8142515, -73.9338269 40.8142446)",,,,yes,,,,,,
373268478,6091080881,0,33080410,True,Terrace Drive,cycleway,71.199,"LINESTRING (-73.9689238 40.7724604, -73.9686969 40.7726506, -73.96861029999999 40.7726951, -73.96852199999999 40.7727303, -73.9684999 40.7727378, -73.96841860000001 40.7727651, -73.96824839999999 40.7728281)",,,,,,,,,,
373268478,247221417,0,46613691,True,East Drive,cycleway,86.95,"LINESTRING (-73.9689238 40.7724604, -73.9688901 40.7725294, -73.9688713 40.7725873, -73.9688484 40.7726763, -73.96883390000001 40.7727381, -73.9688226 40.772803, -73.96881809999999 40.772908, -73.9688225 40.7730026, -73.9688307 40.7730813, -73.9688388 40.7731266, -73.9688824 40.7732268)",,,,,,,,,,
373936427,2348991695,0,440268553,False,Hudson River Greenway,cycleway,1138.0119999999997,"LINESTRING (-74.0006826 40.7627048, -74.0007361 40.7626614, -74.0011805 40.762348, -74.0013105 40.7622458, -74.0014475 40.7621213, -74.00153280000001 40.7620366, -74.0016679 40.7618893, -74.0017648 40.7617715, -74.00193969999999 40.7615301, -74.0019848 40.7614974, -74.0020476 40.7614469, -74.0024947 40.7608236, -74.0025349 40.7607675, -74.0025507 40.7607327, -74.0025741 40.760688, -74.00260950000001 40.7606158, -74.00265520000001 40.760543, -74.00287520000001 40.7602435, -74.00295560000001 40.7601319, -74.0035287 40.7593429, -74.00355829999999 40.7593032, -74.0035745 40.7592792, -74.00364190000001 40.7591853, -74.0041997 40.7584238, -74.0052362 40.7569975, -74.0066034 40.7551149, -74.0069639 40.754621, -74.0070478 40.7545075, -74.00720099999999 40.7542689, -74.0072815 40.7541136, -74.0073357 40.7539892, -74.0073855 40.7538715)",,2,,,,4,,,,
373936427,2348991698,0,440268553,False,Hudson River Greenway,cycleway,86.87299999999999,"LINESTRING (-74.0006826 40.7627048, -74.0005455 40.7628152, -74.00028639999999 40.7629929, -74.0000277 40.7631585, -73.9999193 40.7632293)",,2,,,,4,,,,
374449305,374451674,0,33145040,False,,cycleway,547.7659999999998,"LINESTRING (-73.929587 40.8737755, -73.9295808 40.8737325, -73.9295846 40.8736926, -73.9296619 40.8735303, -73.92983099999999 40.8731883, -73.9299786 40.8729019, -73.9301263 40.872608, -73.9302541 40.8723556, -73.9303862 40.8720695, -73.930509 40.8717793, -73.9307227 40.8712217, -73.9309588 40.8706269, -73.93104200000001 40.8704111, -73.93108669999999 40.8702917, -73.93113820000001 40.8701749, -73.9312221 40.8700651, -73.9312831 40.8699477, -73.93134740000001 40.8698199, -73.931388 40.8697241, -73.9314322 40.8696146, -73.93148309999999 40.8694307, -73.9315158 40.8692467, -73.9315115 40.8690931)",,,,,,,,,,
374451674,5051482018,0,46616996,False,,unclassified,29.362,"LINESTRING (-73.9315115 40.8690931, -73.9316097 40.8688397)",,,,,,,,,,
374451674,374449305,0,33145040,False,,cycleway,547.766,"LINESTRING (-73.9315115 40.8690931, -73.9315158 40.8692467, -73.93148309999999 40.8694307, -73.9314322 40.8696146, -73.931388 40.8697241, -73.93134740000001 40.8698199, -73.9312831 40.8699477, -73.9312221 40.8700651, -73.93113820000001 40.8701749, -73.93108669999999 40.8702917, -73.93104200000001 40.8704111, -73.9309588 40.8706269, -73.9307227 40.8712217, -73.930509 40.8717793, -73.9303862 40.8720695, -73.9302541 40.8723556, -73.9301263 40.872608, -73.9299786 40.8729019, -73.92983099999999 40.8731883, -73.9296619 40.8735303, -73.9295846 40.8736926, -73.9295808 40.8737325, -73.929587 40.8737755)",,,,,,,,,,
401731275,2348688916,0,"[226015240, 226015245, 226015254]",False,"['Bobby Wagner Walk', 'John Finley Walk']",cycleway,1738.193,"LINESTRING (-73.9444896 40.7730979, -73.944382 40.7732161, -73.9437532 40.7739067, -73.9436911 40.7739762, -73.9434201 40.7742792, -73.94337090000001 40.7743359, -73.9432826 40.7744354, -73.9431543 40.7745823, -73.94304579999999 40.7747177, -73.942971 40.7748114, -73.9428885 40.7749363, -73.94278 40.7751168, -73.942722 40.7752302, -73.94268219999999 40.7753193, -73.94264080000001 40.7754165, -73.9425997 40.7755391, -73.94256 40.7756606, -73.9425432 40.775715, -73.9424989 40.7759024, -73.94243470000001 40.7759001, -73.9424088 40.7759082, -73.9423553 40.7759348, -73.9422896 40.7759672, -73.9422285 40.7760065, -73.9421827 40.7760424, -73.9421445 40.776084, -73.9421231 40.7761245, -73.9421109 40.7761639, -73.94210320000001 40.7762298, -73.9420956 40.7763085, -73.942094 40.7763883, -73.9421013 40.7764792, -73.9421323 40.7768679, -73.9421368 40.776924, -73.9421536 40.7769772, -73.9421827 40.7770119, -73.94220559999999 40.777042, -73.9422392 40.777072, -73.94228649999999 40.7770975, -73.94233389999999 40.7771148, -73.9423797 40.7771253, -73.9424302 40.777131, -73.942476 40.7772502, -73.9425478 40.7773856, -73.9426318 40.7776077, -73.9427953 40.7781805, -73.94311639999999 40.7789014, -73.9437878 40.7804086, -73.9438617 40.7807785, -73.9439351 40.7816472, -73.9438076 40.7822425, -73.9436773 40.7827155, -73.9435696 40.7829429, -73.94347329999999 40.7830695, -73.9432673 40.7833603, -73.942798 40.7837267, -73.9425768 40.7838797, -73.94231449999999 40.7840355, -73.9413462 40.7845305, -73.93986219999999 40.785284, -73.9392967 40.7859053, -73.9389742 40.7862619)",,2,,,,,,,,
401731275,4695707873,0,"[226015250, 226015246, 226015247]",False,John Finley Walk,cycleway,245.835,"LINESTRING (-73.9444896 40.7730979, -73.9446928 40.7728723, -73.944789 40.772767, -73.94492200000001 40.7726402, -73.9450732 40.7725125, -73.9452321 40.7723841, -73.9454337 40.7722221, -73.9456721 40.7720474, -73.9458058 40.7719571, -73.946031 40.7717972, -73.9462839 40.7716348, -73.94647569999999 40.7714889)",,2,,,,,,,,
401731275,589298105,0,226015260,False,,cycleway,28.004,"LINESTRING (-73.9444896 40.7730979, -73.94474390000001 40.773208, -73.9447783 40.7732229)",,,,,,,,,,
401787556,348445489,0,31313349,False,Harlem River Pathway,cycleway,124.48599999999999,"LINESTRING (-73.92702749999999 40.7920334, -73.9270199 40.791973, -73.9270341 40.7918668, -73.9270712 40.79178, -73.9270951 40.791724, -73.92714340000001 40.7916505, -73.9272125 40.7915662, -73.9273068 40.7914855, -73.92740860000001 40.7914099, -73.9275201 40.7913223, -73.9276303 40.7912348, -73.92764440000001 40.7912206, -73.92775899999999 40.7911048)",,,,,,,,,,
401787556,2346816277,0,"[502443611, 225870526]",False,Randalls Island Greenway,"['cycleway', 'service']",353.092,"LINESTRING (-73.92702749999999 40.7920334, -73.92689350000001 40.7920376, -73.9268129 40.7920356, -73.92662249999999 40.7920681, -73.9265642 40.7920745, -73.9265072 40.792077, -73.9264214 40.7920755, -73.9263299 40.7920653, -73.92624360000001 40.7920457, -73.9261583 40.7920238, -73.92603459999999 40.7920042, -73.9258962 40.7920048, -73.9258042 40.7920166, -73.9257173 40.7920249, -73.9256616 40.7920225, -73.92560880000001 40.7920161, -73.9255588 40.7920071, -73.92551400000001 40.7919943, -73.92544220000001 40.7919557, -73.92539650000001 40.7919283, -73.92535650000001 40.7919016, -73.9251876 40.7917522, -73.92506160000001 40.7919047, -73.9249094 40.7920889, -73.9248288 40.7921879, -73.924761 40.792262, -73.9243543 40.7927062, -73.9240058 40.7931527)",,2,,,,,,,,
401787556,2346816304,0,34602662,False,Harlem River Pathway,service,598.1689999999999,"LINESTRING (-73.92702749999999 40.7920334, -73.9271724 40.7920313, -73.92726519999999 40.7920315, -73.9273141 40.792035, -73.9273822 40.7920398, -73.92752160000001 40.7920538, -73.92761640000001 40.7920789, -73.9277111 40.7921095, -73.9278254 40.7921541, -73.92791459999999 40.7922015, -73.9280066 40.792274, -73.9280289 40.7923074, -73.92808460000001 40.7923604, -73.9281404 40.7924356, -73.9281738 40.7925193, -73.9282017 40.7926001, -73.9282212 40.7926642, -73.9282324 40.7927227, -73.9282491 40.792837, -73.9282463 40.7929373, -73.9282324 40.79306, -73.9281794 40.7931826, -73.92814319999999 40.7932551, -73.92804839999999 40.7933833, -73.9279648 40.7934753, -73.9278644 40.7936063, -73.92778079999999 40.793715, -73.927661 40.7938683, -73.9275773 40.793977, -73.9275245 40.7940573, -73.92751320000001 40.7940745, -73.9274491 40.7941637, -73.9273536 40.7942947, -73.9272785 40.7944175, -73.92723700000001 40.7945038, -73.9271981 40.794581, -73.927127 40.7947079, -73.9270358 40.7948785, -73.926958 40.7950186, -73.92690570000001 40.7951566, -73.9268604 40.7952956, -73.926832 40.7954196, -73.9268108 40.7955462, -73.9267823 40.7957079, -73.92673670000001 40.7960146, -73.92672330000001 40.7961455, -73.9267139 40.7962968, -73.9267091 40.7964443, -73.92672760000001 40.7965551)",,,,,,,,,,
401875338,7480410405,0,"[799825255, 799825257, 799825258, 46179213, 46179218]",False,Manhattan Bridge Bike Path,cycleway,381.8620000000001,"LINESTRING (-73.9934863 40.7127932, -73.99384619999999 40.7134484, -73.9940581 40.7138377, -73.99440130000001 40.714454, -73.9945417 40.7147189, -73.99453819999999 40.7147445, -73.99453819999999 40.7147648, -73.9945489 40.7147933, -73.9946736 40.7150169, -73.99468709999999 40.7150505, -73.99469379999999 40.715086, -73.9946951 40.7151206, -73.99469499999999 40.7152267, -73.99475409999999 40.7154006, -73.9947651 40.7155528, -73.99476319999999 40.7156113, -73.9947414 40.7156495, -73.99471990000001 40.7156676, -73.99468709999999 40.7156684, -73.9944493 40.7155956, -73.99440749999999 40.7156589, -73.99436470000001 40.7157234)",,2,,yes,,,,,,
410233261,247225031,0,46613659,True,Malcolm X Boulevard,cycleway,63.833,"LINESTRING (-73.95385159999999 40.7982191, -73.9540958 40.7982833, -73.9541658 40.7983101, -73.95450169999999 40.7985027)",,,,,,,,,,
410233261,2058919983,0,305323027,False,Malcolm X Boulevard,cycleway,73.63099999999999,"LINESTRING (-73.95385159999999 40.7982191, -73.95381930000001 40.7982227, -73.9537771 40.7982274, -73.9537096 40.7982254, -73.9536538 40.7982188, -73.95360580000001 40.7982089, -73.9534324 40.7981531, -73.95316219999999 40.7980532, -73.9531058 40.7980369, -73.9530329 40.7980202)",,,,,,,,,,
416480394,1764424345,0,670537476,True,,cycleway,20.446,"LINESTRING (-73.9228294 40.8588115, -73.9229261 40.8589802)",,,,,,,,,,
416480394,4515465264,0,"[60321194, 226007053, 226007054]",False,Harlem River Drive Greenway,cycleway,3582.424,"LINESTRING (-73.9228294 40.8588115, -73.9227657 40.8587467, -73.92271270000001 40.8586806, -73.9226908 40.8586038, -73.9226694 40.8584894, -73.9226664 40.8583809, -73.9226761 40.8582916, -73.9227023 40.8581604, -73.9227147 40.8580937, -73.9227188 40.8580211, -73.9227094 40.8578596, -73.9226894 40.8576366, -73.9226484 40.8575288, -73.9226216 40.8574882, -73.9225397 40.857356, -73.92253409999999 40.8572961, -73.9225464 40.8572356, -73.92259679999999 40.8571159, -73.9226192 40.8570344, -73.9226283 40.8569529, -73.9226243 40.8568412, -73.922535 40.8565401, -73.92251829999999 40.8564373, -73.92251469999999 40.8562799, -73.9225326 40.8561239, -73.9226185 40.8557619, -73.92266050000001 40.8556306, -73.9227783 40.8553255, -73.9228896 40.8550948, -73.92298479999999 40.8548704, -73.9238008 40.8538029, -73.92388200000001 40.8537616, -73.92397339999999 40.8536735, -73.92421760000001 40.8534857, -73.92449329999999 40.853125, -73.9246753 40.8528548, -73.92520949999999 40.8521121, -73.92538709999999 40.8518767, -73.9254332 40.8518056, -73.9255043 40.8516717, -73.9255854 40.8514764, -73.9256694 40.8513327, -73.9257501 40.8512408, -73.925849 40.851129, -73.9258924 40.8510652, -73.92591830000001 40.8510025, -73.9259335 40.8509397, -73.9259397 40.8508631, -73.9259223 40.8507615, -73.92598750000001 40.8506661, -73.9260491 40.8505702, -73.92612630000001 40.8504627, -73.92625099999999 40.8502854, -73.9265734 40.8498197, -73.92774850000001 40.8481452, -73.92813150000001 40.8475965, -73.928409 40.8471573, -73.9285703 40.8469326, -73.9291198 40.8461445, -73.92928379999999 40.8459145, -73.9295372 40.8455452, -73.92955739999999 40.8455168, -73.929761 40.8452209, -73.92989489999999 40.8450049, -73.9300088 40.8448023, -73.9301244 40.8445801, -73.9302436 40.844319, -73.93032100000001 40.8441378, -73.93061179999999 40.8433503, -73.93076000000001 40.8429571, -73.9308566 40.8427098, -73.930978 40.8424395, -73.9310272 40.8423505, -73.9311998 40.8420473, -73.9315691 40.8413984, -73.9323931 40.8399264, -73.9324105 40.839911, -73.9326303 40.8395139, -73.9328313 40.8391395, -73.93297010000001 40.8388802, -73.933178 40.8385061, -73.9333719 40.8381668, -73.93380550000001 40.8373975, -73.9339176 40.8372778, -73.93402930000001 40.8370786, -73.93412979999999 40.8368899, -73.93424880000001 40.8366863, -73.93436 40.8364889, -73.9344047 40.8364018, -73.93447140000001 40.8362855, -73.93456140000001 40.8361517, -73.9346568 40.8360318, -73.9347878 40.8358898, -73.93490490000001 40.8357777, -73.93503250000001 40.8356711, -73.93544470000001 40.8353538, -73.93587460000001 40.834987, -73.9360598 40.8348371, -73.93617399999999 40.834752, -73.9363176 40.8346527, -73.9362787 40.8346425, -73.936234 40.834634, -73.9364266 40.8344749, -73.9365373 40.8343956, -73.9366567 40.8343025, -73.9367427 40.8342381, -73.9368631 40.8341427, -73.93698809999999 40.8340505, -73.9370962 40.8339754, -73.9372067 40.8339038, -73.9373435 40.8338111, -73.93748720000001 40.8337042, -73.93760450000001 40.8336167, -73.9377295 40.8335099, -73.93779910000001 40.8334629, -73.9378943 40.833388, -73.9380235 40.8332961, -73.9381497 40.8332039, -73.9382523 40.833111, -73.938271 40.8330929, -73.9383684 40.8329988, -73.9384632 40.8329117, -73.93858899999999 40.8327724, -73.938678 40.8326679, -73.93877670000001 40.8325131, -73.9388251 40.8324221, -73.9389089 40.8322906, -73.9389905 40.8321476, -73.9390616 40.8320177, -73.9391167 40.8318796, -73.93915389999999 40.831779, -73.9392017 40.8316646, -73.9392643 40.8315361, -73.93941580000001 40.8313359, -73.93957210000001 40.8311695, -73.9396254 40.8311118, -73.9397361 40.8310026, -73.9398162 40.8308967, -73.93986649999999 40.8307728, -73.9399019 40.8306524, -73.9399544 40.8304689, -73.94015760000001 40.8303809)",,,,yes,,,,,,
